amount,bundleInfo,category,conversionFactor,descriptionLong,descriptionShort,inPromotion,images,name,packageLabel,packageLabelKey,parentCategories,productId,medical,sku,slug,upsellSku,published,purchased,volumeLabelKey,volumeLabelLong,volumeLabelShort,weight,weightArticle,weightPieceArticle,weightPerPiece,alcoholByVolume,brandMarketing,countryOfOrigin,features,keywordSearch,meatBorn,meatButchered,meatSlaughtered,meatRaised,nappySize,nutIngredients,badges,productMarketing,regulatedProductName,storageAndUsageStatements,storageType,telephoneHelpline,wineColour,wineType,quantityStepSize,brand_name,brand_slug,price_baseUnitLong,price_baseUnitShort,price_basePriceFactor,price_regular_perStandardizedQuantity,price_regular_tags,price_regular_value,ageRequiredInMonths,depositType,allergens,maxQuantity,price_depositPrice,price_crossed,price_discountPercentage,price_regular_promotionQuantity,price_regular_promotionText,price_regular_promotionType,price_regular_promotionValue,price_lowestPrice,drainedWeight,preparationTime,minQuantity,bundleSize
115,,Backformen & Zubehör,1000.0,,Der Backspray von Dr. Oetker ist die praktische Alternative zum Einpinseln. Der Spray verteilt das Öl gleichmäßig und verhindert das Ankleben.<ul><li>aus Raps- und Traubenkernöl</li><li>nicht über Zimmertemperatur lagern</li><li>für die gelungene Backstube</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-931165-325332545--K9l0fiV.jpg'],Dr. Oetker Backspray,Dose,ds,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13955', 'name': 'Backen', 'slug': 'backen-13955', 'orderHint': '000002050'}, {'key': '13965', 'name': 'Backformen & Zubehör', 'slug': 'backformen-und-zubehoer-13965', 'orderHint': '000002150'}]]",297c966a-0be3-4940-8e31-6f55ddd9a312,False,00-931165,dr-oetker-backspray-00931165,,True,False,gr,Gramm,g,0.172,False,False,0,,,Italien,,,,,,,,,"['pp-veget', 'pp-vegan']","Der praktische Backspray garantiert ein schnelles und sauberes Einfetten Ihrer Backformen. Auch für Auflauf- und Souffléformen, Bleche und Waffeleisen.Für Veganer geeignet und ohne Treibgas.",,Nicht im Kühlschrank aufbewahren. Trocken und nicht über Zimmertemperatur lagern.,,,,,,Dr. Oetker,dr--oetker,Kilogramm,kg,1,3470.0,[],399.0,,,,6.0,,,,,,,,,,,,
0.5,,Essig,1.0,,"Diese einzigartige Komposition aus bestem Apfelessig und natürlichem Walnuss-Aroma zeichnet sich vor allem durch seine milden, nussigen Aromen aus.<br><br>Das harmonische Zusammenspiel von Nuss & Apfel eignet sich hervorragend zum Marinieren von frischen Salaten wie zum Beispiel Rucola mit Pinienkernen, Feld- und Eisbergsalat. Herrlich zum Beizen von Wild & Geflügel und zum Abschmecken asiatischer Geflügelfonds.",False,"['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-831124427-FN9bxfSJ.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-2116991073-2QQh3UfL.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-0814577549-nWQnMBDF.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-0169026221-nYJgOKV5.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-0103396737-z6H-eBV3.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-1750192567-3ZT1ZhBx.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-1611401198-IiuSiJml.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-600683-123863835-8hAJH44-.jpg']",Mautner Markhof Walnussessig mit Apfelnote,Stück,st,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13966', 'name': 'Essig & Öl', 'slug': 'essig-und-oel-13966', 'orderHint': '000002160'}, {'key': '13967', 'name': 'Essig', 'slug': 'essig-13967', 'orderHint': '000002170'}]]",38190573-890b-4da2-8d2a-84e522d18412,False,00-600683,mautner-markhof-walnussessig-mit-apfelnote-00600683,,True,False,lt,Liter,liter,0.882,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry']","Diese einzigartige Komposition aus bestem Apfelessig und natürlichem Walnuss-Aroma zeichnet sich vor allem durch seine milden, nussigen Aromen aus. Das harmonische Zusammenspiel von Nuss & Apfel eignet sich hervorragend zum Marinieren von frischen Salaten wie zum Beispiel Rucola mit Pinienkernen, Feld- und Eisbergsalat. Herrlich zum Beizen von Wild & Geflügel und zum Abschmecken asiatischer Geflügelfonds.",,,,,,,,Mautner Markhof,mautner-markhof,Liter,Liter,1,738.0,[],369.0,,,,,,,,,,,,,,,,
50,,Müsliriegel,1000.0,,Schmeckt - sättigt - stärkt.<br>Das kleinste Lunchpaket für Alltag und Sport<br>Dauer-Energie-Manager,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-262015-0510415906-25OyC3MR.jpg'],Peeroton Powerpack Banana Bread Haferflockenriegel,Riegel,rg,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '14018', 'name': 'Müsli & Cerealien', 'slug': 'muesli-und-cerealien-14018', 'orderHint': '000002680'}, {'key': '14021', 'name': 'Müsliriegel', 'slug': 'muesliriegel-14021', 'orderHint': '000002710'}], [{'key': '14057', 'name': 'Süßes & Salziges', 'slug': 'suesses-und-salziges-14057', 'orderHint': '000003070'}, {'key': '14060', 'name': 'Müsliriegel', 'slug': 'muesliriegel-14060', 'orderHint': '000003100'}]]",99cb64bb-8af3-4a70-9d46-733da200f518,False,00-262015,peeroton-powerpack-banana-bread-haferflockenriegel-00262015,,True,False,gr,Gramm,g,0.056,False,False,0,,,Grossbritannien,,,,,,,,,,"Schmeckt - sättigt - stärkt, 
Das kleinste Lunchpaket für Alltag und Sport
Dauer Energie Manager
""Dieses Produkt ist handgemacht.""",,Trocken und vor Wärme geschützt lagern,,,,,,Peeroton,peeroton,Kilogramm,kg,1,3980.0,[],199.0,,,"['MAY_CONTAIN AY', 'MAY_CONTAIN AU', 'CONTAINS AW', 'CONTAINS AP', 'MAY_CONTAIN AE', 'MAY_CONTAIN AM', 'MAY_CONTAIN AN']",,,,,,,,,,,,,
250,,Duschgel,100.0,,Eine gründliche Haut-Reinigung durch sanftes Peeling verspricht das Palmolive Duschgel Mineral Massage: mit wertvollem Salz aus dem Toten Meer.<ul><li>pflegt die Haut beim Duschen</li><li>mit Aloe & Wasserminze</li><li>beseitigt sanft Unreinheiten</li></ul>,False,"['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-663511-0111137439-JZjyebpw.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-663511-0137539983-T0N0-Wvy.jpg']",Palmolive Duschgel Mineral Massage,Flasche,fl,"[[{'key': '14083', 'name': 'Pflege', 'slug': 'pflege-14083', 'orderHint': '000003330'}, {'key': '14115', 'name': 'Seife & Duschbäder', 'slug': 'seife-und-duschbaeder-14115', 'orderHint': '000003650'}, {'key': '14116', 'name': 'Duschgel', 'slug': 'duschgel-14116', 'orderHint': '000003660'}]]",08dcb544-4f35-4394-a0d9-89860078cc1b,False,00-663511,palmolive-duschgel-mineral-massage-00663511,,True,False,ml,Milliliter,ml,0.289,False,False,0,,,Italien,,,,,,,,,,,,,,,,,,Palmolive,palmolive,Milliliter,ml,100,84.0,[],209.0,,,,6.0,,,,,,,,,,,,
1,,Limonaden,1.0,,"Eine lebhafte Mischung aus Süße und Säure, mit einem knackigen, trockenen Abgang, der noch lange nachhallt. Kühn einzigartig, meisterhaft hergestellt, um mit jedem Schluck das Gewöhnliche aufzurütteln.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-770289-0897310460-az20vwcY.jpg'],Kinley Pink Berry,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13785', 'name': 'Alkoholfreie Getränke', 'slug': 'alkoholfreie-getraenke-13785', 'orderHint': '000000350'}, {'key': '13791', 'name': 'Limonaden', 'slug': 'limonaden-13791', 'orderHint': '000000410'}]]",20be5ffd-bf2e-4aad-9e89-d840fe20675f,False,00-770289,kinley-pink-berry-00770289,,True,False,lt,Liter,liter,1.08,False,False,0,,,Österreich,,,,,,,,,"['isdeposittype-singleusedeposit', 'homecountry']","Kinley Aromatic Berry ist ein charakteristischer, ausgewogener und fruchtiger Premium-Mixer mit einer einzigartigen Note. Hergestellt mit 100% natürlichen Aromen. Es ist deine Zeit. Genieße sie!",,"Bei Raumtemperatur, trocken, geruchsfrei  sowie vor Wärme/Sonnenlicht geschützt lagern.",,,,,1.0,Kinley,kinley,Liter,Liter,1,199.0,[],199.0,,SINGLE_USE,,,25.0,,,,,,,,,,,
920,,Sauerwaren,1000.0,,"Tiefdunkle Früchte mit vollmundigem Aroma: Die Kalamata Oliven mit Kern von Iliada veredeln Pizza, mediterrane Nudelgerichte und knackige Bauernsalate.<ul><li>glatte Oberfläche und fleischige Textur</li><li>dunkle Oliven mit Stein</li><li>ausschließlich natürliche Zutaten</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-960446-0201938437-wNzmLuO2.jpg'],Iliada Kalamata Oliven mit Kern,Dose,ds,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13992', 'name': 'Konserven & Sauerwaren', 'slug': 'konserven-und-sauerwaren-13992', 'orderHint': '000002420'}, {'key': '13998', 'name': 'Sauerwaren', 'slug': 'sauerwaren-13998', 'orderHint': '000002480'}]]",8032dc94-f6bc-421f-acc6-f91081aac6de,False,00-960446,iliada-kalamata-oliven-mit-kern-00960446,,True,False,gr,Gramm,g,1.034,False,False,0,,,Griechenland,,,,,,,,,"['pp-veget', 'pp-vegan']",,,Je nach bedarf (des konsumenten),,,,,1.0,Iliada,iliada,Kilogramm,kg,1,1091.0,[],589.0,,,,6.0,,,,,,,,,540.0,,,
340,,Katzen Nassfutter,1000.0,,"PURINA ONE ADULT Katzenfutter, zarte Stückchen in Sauce mit Hochseefisch und grünen Bohnen<br>Entdecken Sie die PURINA ONE Nassnahrung mit hochwertigen Zutaten. Unser Nassfutter für Katzen wurde speziell von PURINA's Tierärzten und Ernährungswissenschaftlern entwickelt und kombiniert qualitativ hochwertige Ernährung mit unwiderstehlichem Geschmack. Reich an Vitaminen und Mineralstoffen bieten diese ausgewogenen Rezepturen mit zarten Stückchen und Gemüse in leckerer Sauce Ihrer Katze eine gezielt auf ihre Lebensphase und Lebenssituation angepasste Ernährung. Mit dem Premium Katzenfutter können Sie sicher sein, dass Sie Ihrer Katze alles geben, was ihr hilft, heute und morgen gesund zu bleiben.<br><br><ul><li>Alleinfuttermittel für ausgewachsene Katzen mit Hochseefisch und grünen Bohnen</li><li>Katzenfutter in Sauce mit wichtigen Ballaststoffen für ein gesundes Verdauungssystem</li><li>Hilft dank Antioxidantien wie Vitamin E, die natürlichen Abwehrkräfte Ihrer Katze zu unterstützen</li><li>Hoher Flüssigkeitsgehalt steigert die Wasseraufnahme und trägt zur Reduktion des Harnsteinrisikos und somit zum Erhalt gesunder Harnwege Ihrer Katze bei</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-872451-0509633008-QGrttwnd.jpg'],Purina One Adult mit Hochseefisch & Grünen Bohnen 4er,Packung,pa,"[[{'key': '14181', 'name': 'Haustier', 'slug': 'haustier-14181', 'orderHint': '000004310'}, {'key': '14186', 'name': 'Katzen', 'slug': 'katzen-14186', 'orderHint': '000004370'}, {'key': '14187', 'name': 'Katzen Nassfutter', 'slug': 'katzen-nassfutter-14187', 'orderHint': '000004380'}]]",2933fe50-1de3-4705-b382-8f045f2effe1,False,00-872451,purina-one-adult-mit-hochseefisch-und-gruenen-bohnen-4er-00872451,,True,False,gr,Gramm,g,0.365,False,False,0,,,Ungarn,,,,,,,,,,"PURINA ONE ADULT Katzenfutter, zarte Stückchen in Sauce mit Hochseefisch und grünen Bohnen

Entdecken Sie die PURINA ONE Nassnahrung mit hochwertigen Zutaten. Unser Nassfutter für Katzen wurde speziell von PURINA's Tierärzten und Ernährungswissenschaftlern entwickelt und kombiniert qualitativ hochwertige Ernährung mit unwiderstehlichem Geschmack. Reich an Vitaminen und Mineralstoffen bieten diese ausgewogenen Rezepturen mit zarten Stückchen und Gemüse in leckerer Sauce Ihrer Katze eine gezielt auf ihre Lebensphase und Lebenssituation angepasste Ernährung. Mit dem Premium Katzenfutter können Sie sicher sein, dass Sie Ihrer Katze alles geben, was ihr hilft, heute und morgen gesund zu bleiben.

* Alleinfuttermittel für ausgewachsene Katzen mit Hochseefisch und grünen Bohnen
* Katzenfutter in Sauce mit wichtigen Ballaststoffen für ein gesundes Verdauungssystem
* Hilft dank Antioxidantien wie Vitamin E, die natürlichen Abwehrkräfte Ihrer Katze zu unterstützen
* Hoher Flüssigkeitsgehalt steigert die Wasseraufnahme und trägt zur Reduktion des Harnsteinrisikos und somit zum Erhalt gesunder Harnwege Ihrer Katze bei",,"Den geschlossenen Portionsbeutel bitte an einem kühlen, trockenen Ort lagern.",,,,,1.0,Purina,purina,Kilogramm,kg,1,1085.0,[],369.0,,,,36.0,,,,,,,,,,,,
36,,Windeln,1.0,,"Die BABYWELL Premium Windeln Junior sind für Babys von 12-25 kg entworfen worden. Sie sind nicht nur extra weich und hautfreundlich, sondern auch super saugfähig und auslaufsicher. Dank der neuen Kanaltechnologie wird die Flüssigkeit schneller im Inneren verteilt. Die innovative Verteilerlage sorgt auch für eine bessere Flüssigkeitsverteilung. Außerdem sind sie dünn und bequem und zaubern durch ihre niedlichen Motive ein Lächeln in jedes Gesicht.<p><ul><li>Junior 12-25 kg</li><li>Kanaltechnologie - noch schnellere Flüssigkeitsverteilung</li><li>Spürbar trockener dank innovativer Verteilerlage</li><li>Trockenschutz bis zu 12 Stunden</li><li>Extra weicher Auslaufschutz</li><li>Flauschig weich & hautfreundlich</li><li>36 Stück</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-735501-1753516788-_O8xOktg.jpg'],Babywell Premium-Windel Junior Gr.5,Packung,pa,"[[{'key': '14083', 'name': 'Pflege', 'slug': 'pflege-14083', 'orderHint': '000003330'}, {'key': '14084', 'name': 'Baby', 'slug': 'baby-14084', 'orderHint': '000003340'}, {'key': '14087', 'name': 'Windeln', 'slug': 'windeln-14087', 'orderHint': '000003370'}]]",a202a88f-41b3-4c0a-ab35-7d582a935e28,False,00-735501,babywell-premiumwindel-junior-gr5-00735501,,True,False,st,Stück,stk,1.192,False,False,0,,,Deutschland,,,,,,,,,,,,"SICHERHEITSHINWEIS:
Plastikbeutel von Kindern fernhalten.
Erstickungsgefahr!
Windeln nicht in die Toilette werfen.
",,,,,,Babywell,babywell,Stück,Stk,1,17.0,[],599.0,,,,6.0,,,,,,,,,,,,
1,,Katzen Trockenfutter,1.0,,"FELIX Countryside Sensations Mahlzeiten sehen gut aus, riechen gut und schmecken deiner Katze natürlich auch sensationell gut. Jede Mahlzeit steckt nicht nur voller leckerer, knuspriger Kroketten in vielen verschiedenen Formen, sondern enthält auch eine aufregende Kombination aus unterschiedlichen Geschmacksrichtungen. FELIX Countryside Sensations ist 100% komplett und ausgewogen. FELIX Countryside Sensations kann deiner Katze helfen bei:<ul><li>Einem schönen Fell - essentielle Fettsäuren unterstützen den Glanz</li><li>Fitten Muskeln zum Spielen bereit durch hochwertige Proteine</li><li>Starken Zähnen & Knochen - mit der Hilfe von Vitamin D</li><li>Starken natürlichen Abwehrkräften. Das Geheimnis sind Antioxidantien wie Vitamin.</li><li>Einem guten Sehvermögen dank Vitamin A</li><li>Vitalität und Unfug mit Hilfe von zugesetzten Vitaminen und Mineralstoffen</li></ul>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-729310-0154512220-csN1rr9d.jpg'],Felix Countryside Sensations,Packung,pa,"[[{'key': '14181', 'name': 'Haustier', 'slug': 'haustier-14181', 'orderHint': '000004310'}, {'key': '14186', 'name': 'Katzen', 'slug': 'katzen-14186', 'orderHint': '000004370'}, {'key': '14188', 'name': 'Katzen Trockenfutter', 'slug': 'katzen-trockenfutter-14188', 'orderHint': '000004390'}]]",b90a2b53-f3c5-43d4-b37a-bcb9ce9c6fe1,False,00-729310,felix-countryside-sensations-00729310,,True,False,kg,Kilogramm,kg,1.07,False,False,0,,,,,,,,,,,,,"FELIX® Countryside Sensations® Mahlzeiten sehen gut aus, riechen gut und schmecken deiner Katze natürlich auch sensationell gut. Jede Mahlzeit steckt nicht nur voller leckerer, knuspriger Kroketten in vielen verschiedenen Formen, sondern enthält auch eine aufregende Kombination aus unterschiedlichen Geschmacksrichtungen. FELIX® Countryside Sensations® ist 100% komplett und ausgewogen. Aber das ist noch nicht alles! Wenn deine clevere Katze Vielfalt liebt, probier auch unsere anderen Geschmacksrichtungen in einzigartigen Kombinationen. FELIX® Countryside Sensations® kann deiner Katze helfen bei:
* Einem schönen Fell - essentielle Fettsäuren unterstützen den Glanz.
* Fitten Muskeln zum Spielen bereit durch hochwertige Proteine.
* Starken Zähnen & Knochen - mit der Hilfe von Vitamin D.
* Starken natürlichen Abwehrkräften. Das Geheimnis sind Antioxidantien wie Vitamin.
* Einem guten Sehvermögen dank Vitamin A.
* Vitalität und Unfug mit Hilfe von zugesetzten Vitaminen und Mineralstoffen. Erwecke die Sinne deines kleinen Rackers - mit jeder Mahlzeit.",,Die ungeöffnete Packung bitte kühl und trocken lagern,,,,,1.0,Purina Felix,purina-felix,Kilogramm,kg,1,499.0,[],499.0,,,,36.0,,,,,,,,,,,,
250,,Marmeladen & Konfitüren,1000.0,,Frucht mit Schuss: STAUD'S beschwipste Fruchtaufstriche bringen ausgewählte Früchte und hochwertige Spirituosen in harmonischen Einklang - wie hier der feine Cuvée aus Himbeere und Himbeergeist.,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-524520-0120558098-gUVoJe33.jpg'],Staud's Die Beschwipsten Himbeere,Glas,gl,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13988', 'name': 'Honig, Marmelade & Co.', 'slug': 'honig-marmelade-und-co-13988', 'orderHint': '000002380'}, {'key': '13990', 'name': 'Marmeladen & Konfitüren', 'slug': 'marmeladen-und-konfitueren-13990', 'orderHint': '000002400'}]]",cc734146-e59d-4d92-a164-32de01ac5c03,False,00-524520,stauds-die-beschwipsten-himbeere-00524520,,True,False,gr,Gramm,g,0.441,False,False,0,,,Österreich,,,,,,,,,"['pp-veget', 'pp-lakto', 'pp-vegan', 'pp-glutenfr', 'homecountry']",,,Nach dem Öffnen im Kühlschrank aufbewahren.,,,,,1.0,Staud,staud,Kilogramm,kg,1,2116.0,[],529.0,,,,,,,,,,,,,,,,
1,,Ganze Bohne,1.0,,"Der kann was! Dieser rassige, intensiv geröstete Espresso aus nachhaltigem Anbau weckt die Lebensgeister. Sein Geschmack ist typisch italienisch: kräftig und voll mit viel Röstaroma und kaum Säure.</li>",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-589728-0202529603-SIRcU0Zo.jpg'],Dallmayr Home Barista Espresso Intenso Ganze Bohne,Packung,pa,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13801', 'name': 'Kaffee, Tee & Co.', 'slug': 'kaffee-tee-und-co-13801', 'orderHint': '000000510'}, {'key': '13802', 'name': 'Kaffee', 'slug': 'kaffee-13802', 'orderHint': '000000520'}, {'key': '13803', 'name': 'Ganze Bohne', 'slug': 'ganze-bohne-13803', 'orderHint': '000000530'}]]",5557ec39-8861-43db-8fd0-2c270b654e0f,False,00-589728,dallmayr-home-barista-espresso-intenso-ganze-bohne-00589728,,True,False,kg,Kilogramm,kg,1.012,False,False,0,,,Deutschland,,,,,,,,,"['pp-veget', 'pp-vegan']",,,,,,,,,Dallmayr,dallmayr,Kilogramm,kg,1,1599.0,['pt-aktion'],1599.0,,,,,,2199.0,-27.0,,,,2199.0,1599.0,,,,
32,,"Aromen, Glasuren & Streusel",1000.0,,"Der Biovegan Vanillezucker aus echter Bourbon- Vanille ist ideal zum Süßen von Cremes, Mixgetränken, Kuchen und Plätzchen.",False,"['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-521747-922479747-6LjzTtpq.jpg', 'https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-521747-0704588088-_jryw2Ow.jpg']",BioVegan Vanillezucker,Beutel,bt,"[[{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13955', 'name': 'Backen', 'slug': 'backen-13955', 'orderHint': '000002050'}, {'key': '13956', 'name': 'Aromen, Glasuren & Streusel', 'slug': 'aromen-glasuren-und-streusel-13956', 'orderHint': '000002060'}], [{'key': '13943', 'name': 'Nahrungsmittel', 'slug': 'nahrungsmittel-13943', 'orderHint': '000001930'}, {'key': '13955', 'name': 'Backen', 'slug': 'backen-13955', 'orderHint': '000002050'}, {'key': '13964', 'name': 'Gelierhilfe & -Zucker', 'slug': 'gelierhilfe-und-zucker-13964', 'orderHint': '000002140'}]]",905f92a0-3bc0-4e42-b611-3cb3682d70a1,False,00-521747,biovegan-vanillezucker-00521747,,True,False,gr,Gramm,g,0.036,False,False,0,,,Deutschland,,,,,,,,,"['pp-veget', 'pp-vegan', 'pp-bio']","Mit echter Bourbon-Vanille ist BIOVEGAN Vanillezucker ideal zum Süßen von Cremes, Mixgetränken, Kuchen und Plätzchen. 100% der BIOVEGAN Vanille stammt von Rainforest Alliance-zertifizierten Bauern auf Madagaskar. Gemeinsam setzen wir uns für den Schutz der Regenwälder und eine bessere Zukunft für Mensch und Natur ein.",,Trocken lagern und vor Wärme schützen.,,,,,,BioVegan,biovegan,Kilogramm,kg,1,6844.0,[],219.0,,,"['MAY_CONTAIN AY', 'MAY_CONTAIN BC', 'MAY_CONTAIN NL', 'MAY_CONTAIN BM', 'MAY_CONTAIN AN']",,,,,,,,,,,,,
150,,Knäckebrot & Zwieback,1000.0,,<ul><li>Ohne Palmöl</li><li>Im Ofen gebacken</li></ul>,False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-422851-0791305316-pat1dMjr.jpg'],Wasa Tasty Snacks Paprika Crackers,Beutel,bt,"[[{'key': '13766', 'name': 'Brot & Gebäck', 'slug': 'brot-und-gebaeck-13766', 'orderHint': '000000160'}, {'key': '13774', 'name': 'Knäckebrot & Zwieback', 'slug': 'knaeckebrot-und-zwieback-13774', 'orderHint': '000000240'}]]",be54bd79-b973-47ba-bb94-c4a150bb1b24,False,00-422851,wasa-tasty-snacks-paprika-crackers-00422851,,True,False,gr,Gramm,g,0.161,False,False,0,,,,,,,,,,,,['pp-veget'],,,"Trocken, vor Licht und Wärme geschützt lagern.",,,,,1.0,Wasa,wasa,Kilogramm,kg,1,1927.0,[],289.0,,,"['CONTAINS AM', 'CONTAINS AW']",6.0,,,,,,,,,,,,
0.75,,Weißwein,1.0,,"Grüner Veltliner Rosenweg ist eine Selektion aus den besten Weingärten im Traisental. Alter der Rebstöcke zwischen 5 und 80 Jahren. Selektion der bestens positionierten Trauben; gerebelt; 6 Stunden Maischestandzeit, in pneumatischer Presse abgepresst; temperaturkontrollierte Gärung im Stahltank bei 19 ° Celsius. Danach 3 Monate im Stahltank gereift. Mittleres Gelbgrün; in der Nase einladende Würze; weißer Pfeffer; feine Blütenaromen; am Gaumen feinwürzig; mit schönem Druck; mineralischer Nachhall.",False,['https://images.cdn.europe-west1.gcp.commercetools.com/723b2575-66c7-4d92-ae49-82bf1d168d26/00-469628-1288915674-7ogkWI4a.jpg'],Huber Grüner Veltliner Rosenweg,Flasche,fl,"[[{'key': '13784', 'name': 'Getränke', 'slug': 'getraenke-13784', 'orderHint': '000000340'}, {'key': '13833', 'name': 'Wein', 'slug': 'wein-13833', 'orderHint': '000000830'}, {'key': '13834', 'name': 'Weißwein', 'slug': 'weisswein-13834', 'orderHint': '000000840'}]]",c8ede50a-170c-4a50-bb8a-d0498aa1290d,False,00-469628,huber-gruener-veltliner-rosenweg-00469628,,True,False,lt,Liter,liter,1.21,False,False,0,12.0,,Österreich,,,,,,,,,"['pp-veget', 'pp-vegan', 'homecountry', 'pp-bio']",,,"mindestens 3 Jahre lagerfähig
mindestens 3 Jahre lagerfähig",,,,,,Huber,huber,Liter,Liter,1,1199.0,[],899.0,216.0,,['CONTAINS AU'],,,,,,,,,,,,,
